fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
1410,She prefers coffee to tea.,0,Preferir café al té.,1
1411,She bought a hundred boxes of pens.,4,Compró cien cajas de lápices.,2
1412,The meteorologist took the thermometer's reading to calculate the current temperature outside.,11,El meteorólogo tomó la lectura del termómetro para calcular la temperatura actual fuera.,11
1413,The company's supply chain was disrupted by the natural disaster.,3,La cadena de suministros de la empresa fue interrumpida por el desastre natural.,0
1414,The prehistoric humans lived in the area long before the city was built.,0,Los humanos prehistóricos vivieron en el área mucho antes de que se construyera la ciudad.,0
1415,The sheet was too thin for my needs.,5,La hoja era delgado para mis necesidades.,4
1416,The object on the table was used to hold the papers.,2,El objeto en la mesa fue utilizado para sostener los papeles.,2
1417,The family has kept the tradition of baking Christmas cookies every year since she was a child.,6,La familia ha mantenido la tradición de hornear galletas de Navidad cada año desde que era niña.,6
1418,I love drinking beer on a hot summer day.,4,Me encanta beber cerveza en un día caluroso de verano.,4
1419,the specific instructions for the project were provided by the lead engineer.,2,Las instrucciones específicas para el proyecto fueron proporcionadas por el ingeniero jefe.,0
1420,The company will need to develop a robust structure to support its rapid growth.,9,La empresa necesitar¡ desarrollar una estructura sólida para apoyar su crecimiento rápido.,6
1421,"The documentary was fascinating, I couldn't take my eyes off the screen.",4,"La documental fue fascinante, no podí parar de mirar la pantalla.",4
1422,She wore a new shirt to the party tonight.,5,Ella llevó una nueva camisa al baile esta noche.,5
1423,The wedding was the perfect occasion to celebrate with friends and family.,6,La boda fue la ocasión ideal para celebrar con amigos y familia.,5
1424,The new agency was responsible for implementing the environmental regulations.,3,La nueva agencia era responsable de implementar las regulaciones ambientales.,3
1425,The train will arrive on time tomorrow.,4,El tren llegará puntualmente mañana.,0
1426,The maker of the car is responsible for its quality.,2,El fabricante del coche es responsable de su calidad.,2
1427,The ambulance screeched to a halt outside the hospital.,2,La ambulancia se detuvo con un estruendo fuera del hospital.,2
1428,The crowd filled the entire stadium and cheered on their team.,6,La multitud llena el estadio y animó a su equipo.,5
1429,The city's climate makes it an ideal location for growing exotic plants,3,La ciudad tiene un clima que la hace un lugar ideal para cultivar plantas exóticas,5
1430,The storm outside was so loud that we could hardly hear each other.,2,La tormenta fuera era tan alta que podiamos escuchar un poco cada uno de nosotros.,2
1431,She spent the weekend working on her car in the garage.,11,Ella pasó el fin de semana trabajando en su coche en el garaje.,13
1432,The patient underwent successful surgery to remove the tumor.,5,El paciente tuvo una cirugía exitosa para eliminar el tumor.,5
1433,The dramatic finale left the audience gasping in shock.,2,El final dramático dejó el pûsuelo asombrado.,3
1434,The coach tried to encourage the team during their game.,5,El entrenador intentó de animar al equipo durante su partido.,5
1435,She put her shoulder down to lift the heavy box.,4,Ella puso su hombro abajo para levantar la caja pesada.,4
1436,The musician was able to perform with the orchestra.,6,La música fue capaz de realizar con la orquesta.,6
1437,The fire department provides protection to the people in the burning building.,5,El departamento de bomberos proporciona protección a las personas en el edificio en llamas.,6
1438,The therapist listened attentively to the conversation with her patient.,7,El terapeuta escuchó atentamente la conversación con su paciente.,6
1439,She squeezed the lemon juice into her tea for extra flavor.,4,Ella exprimió el jugo de limón en su té para agregar un sabor adicional.,6
1440,The Eiffel Tower's height is an iconic symbol of Paris.,4,El estadio tiene una altura impresionante que ofrece una vista panorámica del valle.,5
1441,She pressed the button on her shirt to change the design.,4,Ella presionó el botón en su camiseta para cambiar el diseño.,4
1442,The rough terrain made the hike challenging.,2,El terreno áspero hizo la caminata desafiante.,3
1443,The company has experienced significant growth over the past five decades.,0,La empresa ha experimentado crecimiento significativo en los últimos cinco décadas.,0
1444,The chest was filled with treasure that had been hidden for centuries.,6,El cofre estaba lleno de tesoro que había sido escondido durante siglos.,6
1445,She had a lovely pet cat named Whiskers.,5,Ella tenía un encantador gato de mascota llamado Whiskers.,7
1446,She needed a lesson in patience to deal with her difficult boss.,4,Necesitaba una lección en paciencia para manejar su jefe difícil.,3
1447,She needed permission from her parents before going out with friends.,3,Ella necesitaba permiso de sus padres antes de salir con amigos.,3
1448,The constituency in question has been consistently voting for the same local politician for over a decade.,2,La circunscripción en cuestión ha estado votando consistentemente por el mismo político local durante más de una década.,2
1449,The company's new product was showcased on a large display at the trade show.,10,La nueva marca presentó su producto en una gran pantalla durante el feria del comercio.,0
1450,The element of music refers to a single sound or pitch used in a composition.,2,El elemento de la música se refiere al único sonido o nota utilizada en una composición.,2
1451,Their bond as friends remained unbroken despite the distance.,2,Su vínculo como amigos permaneció intacto a pesar de la distancia.,2
1452,The eagle spread its wings to catch the fish.,0,El halcón extendió sus alas para cazar el pescado.,0
1453,The kids loved to play on the swing in the park all day long.,8,Los niños amaban jugar en el columpio del parque durante todo el día.,7
1454,"After one too many beers, he was drunk and stumbled out of the bar.",8,"Después de beber demasiadas cervezas, él estaba borracho y se tambaleó fuera del bar.",8
1455,The company will develop new technologies to stay competitive in the market.,4,La empresa desarrollará nuevas tecnologías para mantenerse competitiva en el mercado.,0
1456,The juicy beef burger was the highlight of my lunch.,3,El delicioso burger con carne de res fue el pimiento del mediodia,0
1457,The physical exercise helped him improve his overall health.,2,El ejercicio físico ayudó a mejorar su salud en general.,3
1458,The lion's mighty roar echoed through the savannah.,0,El rugido del león se escuchó en la sabana.,4
1459,She loved to climb the mountains on her summer vacations.,4,Ella disfrutaba de escalar las montñas durante sus vacaciones de verano.,4
1460,She thought the rotten fish was nasty.,7,Ella pensó el pescado podrido era desagradable.,7
1461,The new smartphone is equipped with advanced camera features.,0,El nuevo teléfono inteligente cuenta con características de cámara avanzadas.,0
1462,Can you measure the length of this room without using a ruler?,5,¿Puedes medir la longitud de esta sala sin usar un règol?,4
1463,The sound of the cricket in the backyard was soothing.,5,El sonido del grillo en la azotea era relajante.,4
1464,She added a clove of garlic to the pasta sauce for extra flavor.,6,Agregó una cebolla de ajo al sopa de pasta para aderezar con más sabor.,5
1465,The illegal drug trade is a major concern for law enforcement agencies worldwide.,2,El tráfico de drogas ilegales es una gran preocupacion para las agencias de aplicacion de la ley en todo el mundo.,0
1466,"She stood in front of the mirror, adjusting her hair.",7,"Ella se colocó frente al espejo, ajustando su cabello.",6
1467,The dark forest was home to all manner of monsters that lurked in the shadows.,0,El bosque oscuro era hogar de todos los monstruos que se escondían en la sombra.,0
1468,The evil intentions of the villain led to great suffering.,2,Las maldosas intenciones del villano llevaron a gran sufrimiento.,0
1469,Regular exercise can help reduce stress and anxiety.,2,Realizar ejercicio regularmente puede ayudar a reducir el estrés y la ansiedad.,2
